index,page,ID,title,kind,url,metascore,critic_count,critic_count_positive,critic_count_mixed,critic_count_negative,userscore,user_count,user_count_positive,user_count_mixed,user_count_negative,developer,publisher,record_label,platform,release_date,rating,esrb,esrb_reason,runtime,genre,cast,show_type,summary
67,28,tv_hotel-babylon,Hotel Babylon,tv show,http://www.metacritic.com/tv/hotel-babylon,74,7,7,0,0,8.8,12,6,1,0,NA,BBC-1,NA,NA,"Jan 19, 2006",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,Welcome to the Hotel Babylon guide at TV.com. This British drama show from the BBC was launched in January 2006. A second season of eight episodes began on 15 February 2007 and a third on 19...
68,28,tv_the-mentalist,The Mentalist,tv show,http://www.metacritic.com/tv/the-mentalist,65,26,16,10,0,8.0,91,27,3,5,NA,CBS,NA,NA,"Sep 23, 2008",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"""Mentalist, noun. Someone who uses mental acuity, hypnosis and/or suggestion. A master manipulator of thoughts and behavior.""

The Mentalist tells the tale of Patrick Jane, who is employed as an..."
69,29,tv_the-evidence,The Evidence,tv show,http://www.metacritic.com/tv/the-evidence,40,24,3,9,12,8.9,33,20,1,2,NA,ABC,NA,NA,"Mar 22, 2006",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"All the evidence of a crime is presented at the beginning of each episode in a videotaped evidence log. The story then goes back in time and shows each clue as the crime is committed.

The..."
70,29,tv_saving-grace,Saving Grace,tv show,http://www.metacritic.com/tv/saving-grace,64,23,15,5,3,5.0,66,20,2,23,NA,TNT,NA,NA,"Jul 23, 2007",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Academy Award winner Holly Hunter stars in this TNT drama series about a police detective with an emotional crisis living in Oklahoma City. A respected officer, Grace Hanadarko can't seem to run..."
71,29,tv_new-amsterdam,New Amsterdam,tv show,http://www.metacritic.com/tv/new-amsterdam,64,25,16,7,2,8.8,48,14,2,1,NA,FOX,NA,NA,"Mar  4, 2008",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,New York City homicide detective John Amsterdam is cursed with immortality because he stopped the murder of a Native American girl in 1642 by stepping in front of a sword. Due to this act of...
72,30,tv_life-2009,Life (2009),tv show,http://www.metacritic.com/tv/life-2009,64,21,13,4,4,9.4,203,131,3,1,NA,NBC,NA,NA,"Sep 26, 2007",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Damian Lewis stars as a former police officer who, after years of false imprisonment, returns to the force with a decidedly different philosophy. Grounded For Life's Donal Logue has been added to..."
73,30,tv_hunted,Hunted,tv show,http://www.metacritic.com/tv/hunted,68,13,9,4,0,6.7,9,1,0,1,NA,BBC,NA,NA,"Oct 19, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,Samantha Hunter (Melissa Geoge) suspects someone within the private intelligence agency she works at tried to kill her and she seeks to uncover the person behind it.
74,30,tv_beauty-and-the-beast-2012,Beauty and the Beast (2012),tv show,http://www.metacritic.com/tv/beauty-and-the-beast-2012,34,19,0,9,10,4.0,34,4,1,4,NA,The CW,NA,NA,"Oct 11, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"A remake of the 1987 series, in this version homicide detective Catherine Chandler (Kristin Kreuk) crosses the path of Dr. Vincent Keller (Jay Ryan), who supposedly died in in Afghanistan in 2002..."
75,30,tv_arrow,Arrow,tv show,http://www.metacritic.com/tv/arrow,72,24,20,4,0,8.0,87,16,0,6,NA,The CW,NA,NA,"Oct 10, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,Arrow is a modern retelling of the DC Comic character Green Arrow. The show stars Stephen Amell in the title role.
76,30,tv_chicago-fire,Chicago Fire,tv show,http://www.metacritic.com/tv/chicago-fire,49,23,5,13,5,4.8,13,2,0,2,NA,NBC,NA,NA,"Oct 10, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,Dick Wolf's latest project focuses on Chicago firefighters and paramedics.
77,30,tv_titanic-blood-and-steel,Titanic: Blood and Steel,tv show,http://www.metacritic.com/tv/titanic-blood-and-steel,55,4,0,4,0,NA,0,NA,NA,NA,NA,Encore,NA,NA,"Oct  8, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,Ended,The 12-part miniseries about the construction of the Titanic before it's ill-fateful journey in 1912.
78,31,tv_666-park-avenue,666 Park Avenue,tv show,http://www.metacritic.com/tv/666-park-avenue,61,21,7,13,1,7.2,51,4,0,5,NA,ABC,NA,NA,"Sep 30, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"The Drake, owned by Gavin Doran (Terry O'Quinn) seems to be the perfect place for a couple moving to the city."
79,31,tv_made-in-jersey,Made in Jersey,tv show,http://www.metacritic.com/tv/made-in-jersey,43,19,3,10,6,4.3,17,4,0,1,NA,CBS,NA,NA,"Sep 28, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,New Jersey-born Martina Garretti (Janet Montgomery) is a defense attorney at a Manhattan law firm where she works to stay true to herself and win cases.
80,31,tv_elementary,Elementary,tv show,http://www.metacritic.com/tv/elementary,73,29,24,5,0,6.3,71,8,4,5,NA,CBS,NA,NA,"Sep 27, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"After a stint in rehab, Sherlock Holmes (Jonny Lee Miller) resumes work, this time consulting with the NYPD. His father, however, has appointed him a sober companion in the form of Dr. Joan Watson..."
81,31,tv_last-resort,Last Resort,tv show,http://www.metacritic.com/tv/last-resort,74,31,26,4,1,8.0,86,13,1,3,NA,ABC,NA,NA,"Sep 27, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"The USS Colorado refuses orders to fire nuclear missiles at Pakistan and its Captain, Marcus Chaplin (Andre Braugher) is relieved of duty. A number of circumstances causes the acting captain, Lt...."
82,31,tv_vegas,Vegas,tv show,http://www.metacritic.com/tv/vegas,67,29,20,9,0,6.3,32,5,1,1,NA,CBS,NA,NA,"Sep 25, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"Ralph Lamb, a Las Vegas rancher is recruited to become the new sheriff by the mayor as Chicago gangster Vincent Savino makes a move to Sin City."
83,31,tv_revolution,Revolution,tv show,http://www.metacritic.com/tv/revolution,64,32,15,17,0,5.5,130,15,10,22,NA,NBC,NA,NA,"Sep 17, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"In a post-apocalyptic America, where all technology had ceased to work 15 years ago, people are living under the control of militias and warlords. Charlotte ""Charlie"" Matheson (Tracy Spiridakos)..."
84,31,tv_the-mob-doctor,The Mob Doctor,tv show,http://www.metacritic.com/tv/the-mob-doctor,42,24,4,12,8,3.4,16,0,0,1,NA,FOX,NA,NA,"Sep 17, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,Grace Devlin (Jordana Spiro) risks her career as a surgeon to pay off her brother's gambling debt by helping members of Chicago's Southside mob.
85,31,tv_coma,Coma,tv show,http://www.metacritic.com/tv/coma,56,16,7,7,2,4.6,5,1,0,0,NA,A&E,NA,NA,"Sep  3, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,"Ridley Scott and the late Tony Scott produced this miniseries adaptation of Robin Cook's novel, Coma. Susan Wheeler (Lauren Ambrose) is a medical student who becomes suspicious of the number of..."
86,31,tv_copper,Copper,tv show,http://www.metacritic.com/tv/copper,66,27,18,9,0,7.5,35,4,0,1,NA,BBC America,NA,NA,"Aug 19, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"Detective Kevin Corcoran (Tom Weston-Jones) solves cases in lower Manhattan's Five Points, while seeking answers to his wife's disappearance and his daughter's murder in 1864."
87,31,tv_bullet-in-the-face,Bullet in the Face,tv show,http://www.metacritic.com/tv/bullet-in-the-face,57,4,1,3,0,7.8,15,3,1,1,NA,IFC - Independent Film Channel,NA,NA,"Aug 16, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Comedy', u'Drama']",NA,New Series,"After being shot in the face and given the face of a police officer, Gunter Vogler (Max Williams) works with police to take down the mob in this comedy series from Alan Spencer (Sledge Hammer!)."
88,31,tv_major-crimes,Major Crimes,tv show,http://www.metacritic.com/tv/major-crimes,64,17,10,7,0,7.1,27,7,1,3,NA,TNT,NA,NA,"Aug 13, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,Captain Sharon Raydor (Mary McDonnell) discovers the Major Crimes division is not thrilled with her taking over from Brenda Leigh Johnson (Kyra Sedgwick).
89,31,tv_political-animals,Political Animals,tv show,http://www.metacritic.com/tv/political-animals,65,33,19,12,2,7.2,44,12,0,5,NA,USA,NA,NA,"Jul 15, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,Divorced former First Lady and current Secretary of State Elaine Barrish (Sigourney Weaver) balances crises in politics and within her own family.
90,31,tv_hit-and-miss,Hit and Miss,tv show,http://www.metacritic.com/tv/hit-and-miss,72,16,13,3,0,8.4,28,5,0,0,NA,SKY,NA,NA,"Jul 11, 2012",NA,NA,NA,30,"[u'Action/Adventure', u'Drama']",NA,New Series,"The British series focuses on Mia (Chloe Sevigny), a transsexual contract killer, who must balance her career and life as a parent after her ex-lover gives Mia custody of her four children."
91,31,tv_perception,Perception,tv show,http://www.metacritic.com/tv/perception,52,21,6,12,3,6.6,27,5,0,2,NA,TNT,NA,NA,"Jul  9, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,"Dr. Geoffrey Pierce (Eric McCormack), a Chicago neuroscience professor with paranoid schizophrenia teams up with his former student, FBI agent Kate Moretti (Rachael Lee Cook) to help solve some..."
92,31,tv_endeavour,Endeavour,tv show,http://www.metacritic.com/tv/endeavour,76,6,6,0,0,7.5,6,2,0,0,NA,PBS,NA,NA,"Jul  1, 2012",NA,NA,NA,120,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,TV Movie,Shaun Evans is the younger Endeavour Morse in the prequel to the Inspector Morse series.
93,31,tv_the-newsroom,The Newsroom,tv show,http://www.metacritic.com/tv/the-newsroom,57,31,13,12,6,8.5,310,79,8,7,NA,HBO,NA,NA,"Jun 24, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,Aaron Sorkin's latest drama is set at a fictional cable news channel where anchor Will McAvoy (Jeff Daniels) leads a group of reporters and staff striving to make a hard-hitting news program.
94,31,tv_inside-men,Inside Men,tv show,http://www.metacritic.com/tv/inside-men,71,7,6,1,0,7.4,9,1,0,0,NA,BBC America,NA,NA,"Jun 20, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,"John, Chris, and Marcus (Steven Mackintosh, Ashley Walters, and Warren Brown) plot to steal millions from the cash counting firm they work for."
95,31,tv_dallas-2012,Dallas (2012),tv show,http://www.metacritic.com/tv/dallas-2012,62,30,19,8,3,6.9,46,11,2,5,NA,TNT,NA,NA,"Jun 13, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Soap']",NA,Returning Series,"Based on the Emmy-winning CBS series of the same name, the TNT series follows the lives of J.R. and Sue Ellen's son John Ross and Bobby and Pam's adopted son Christopher, who differ on whether to..."
96,31,tv_thorne,Thorne,tv show,http://www.metacritic.com/tv/thorne,72,7,6,1,0,NA,0,0,0,0,NA,Sky One,NA,NA,"Jun 12, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,New Series,Encore airs the adaption of Mark Billingham's crime novels with David Morrissey as D.I. Tom Thorne.
97,32,tv_longmire,Longmire,tv show,http://www.metacritic.com/tv/longmire,67,17,14,2,1,8.0,25,10,0,2,NA,A&E,NA,NA,"Jun  3, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,Walt Longmire (Robert Taylor) is a sheriff in a small Wyoming town in this adaptation of the mystery novels by Craig Johnson.
98,32,tv_treasure-island,Treasure Island,tv show,http://www.metacritic.com/tv/treasure-island,59,7,4,2,1,NA,0,0,0,0,NA,Syfy,NA,NA,"May  5, 2012",NA,NA,NA,90,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"Robert Louis Stevenson's classic story is retold in the two-part movie on Syfy with Eddie Izzard as Long John Silver, Elijah Wood as Ben Gunn, and Donald Sutherland as Captain Flint."
99,32,tv_the-la-complex,The L.A. Complex,tv show,http://www.metacritic.com/tv/the-la-complex,70,13,12,0,1,7.6,16,4,0,0,NA,The CW,NA,NA,"Apr 24, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,The Lux motel in Los Angeles is home to a group of young adults seeking to survive and succeed in show business.
100,32,tv_nyc-22,NYC 22,tv show,http://www.metacritic.com/tv/nyc-22,57,21,6,13,2,7.1,17,4,0,0,NA,CBS,NA,NA,"Apr 15, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Created by Robert De Niro, this all-new police drama stars Adam Goldberg, Leelee Sobieski, Tom Reed, Terry Kinney and Stark Sands, and follows the work and personal lives of a group of NYPD rookie..."
101,32,tv_magic-city,Magic City,tv show,http://www.metacritic.com/tv/magic-city,56,27,12,10,5,7.6,24,7,2,0,NA,Starz,NA,NA,"Apr  6, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Fidel Castro, racial segregation, the Kennedys, and spies are just some of the people and issues surrounding 1959. For Ike Evans (Jeffrey Dean Morgan), his biggest problem is Ben ""The Butcher""..."
102,32,tv_scandal,Scandal,tv show,http://www.metacritic.com/tv/scandal,64,29,18,10,1,6.5,51,10,3,5,NA,ABC,NA,NA,"Apr  5, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"A former White House communications director, Olivia Pope (Kerry Washington) now runs her own crisis management firm, helping clients fix potential career-ending problems."
103,32,tv_brooklyn-11223,Brooklyn 11223,tv show,http://www.metacritic.com/tv/brooklyn-11223,33,5,0,2,3,NA,0,2,0,0,NA,Oxygen,NA,NA,"Mar 26, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Reality']",NA,New Series,"The reality show follows the lives of Joey Lynn and Christie, as well as their group of friends who still live in the  Bay Ridge neighborhood."
104,32,tv_touch,Touch,tv show,http://www.metacritic.com/tv/touch,63,27,16,11,0,6.6,56,11,3,6,NA,FOX,NA,NA,"Mar 22, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Kiefer Sutherland is Martin Bohm, a single father who discovers his mute son can see things nobody else can see."
105,32,tv_missing-2012,Missing (2012),tv show,http://www.metacritic.com/tv/missing-2012,56,25,9,13,3,6.0,31,11,1,6,NA,ABC,NA,NA,"Mar 15, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Ex-CIA agent Becca Winstone (Ashley Judd) uses her espionage skills to look for her son, who disappears while studying abroad."
106,32,tv_awake,Awake,tv show,http://www.metacritic.com/tv/awake,75,29,25,4,0,8.2,120,32,0,1,NA,NBC,NA,NA,"Mar  1, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"After a car accident, police detective Michael Britten (Jason Isaacs) wakes up to discover his son has also survived the crash, but his wife has died. A few days later, he wakes up to see his wife..."
107,32,tv_the-river,The River,tv show,http://www.metacritic.com/tv/the-river,65,29,18,11,0,6.1,84,20,4,15,NA,ABC,NA,NA,"Feb  7, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Science-Fiction', u'Drama']",NA,Ended,"""Paranormal"" writer-director Oren Peli and ""Paranormal 2"" screenwriter Michael R. Perry are coming together to create a series that involves a search for someone who went missing on the Amazon..."
108,32,tv_lilyhammer,Lilyhammer,tv show,http://www.metacritic.com/tv/lilyhammer,62,5,3,2,0,7.5,21,10,1,1,NA,Netflix,NA,NA,"Feb  6, 2012",NA,NA,NA,30,"[u'Action/Adventure', u'Comedy', u'Drama']",NA,New Series,"Streamed exclusively on Netflix, the Norwegian black comedy series is about a New York mobster (Steven Van Zandt) who moves to Lillehammer, Norway, under the witness protection program."
109,32,tv_secrets-of-eden,Secrets of Eden,tv show,http://www.metacritic.com/tv/secrets-of-eden,53,4,1,2,1,NA,0,NA,NA,NA,NA,Lifetime,NA,NA,"Feb  4, 2012",NA,NA,NA,120,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,TV Movie,Reverend Stephen Drew (John Stamos) is a suspect behind a murder-suicide in a small Vermont town in this adaptation of Chris Bohjalian's novel.
110,32,tv_luck,Luck,tv show,http://www.metacritic.com/tv/luck,75,29,23,6,0,7.2,28,9,0,0,NA,HBO,NA,NA,"Jan 29, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,David Milch and Michael Mann team up for this horse racing drama.
111,32,tv_spartacus-vengeance,Spartacus: Vengeance,tv show,http://www.metacritic.com/tv/spartacus-vengeance,59,11,4,7,0,7.9,72,18,2,2,NA,Starz,NA,NA,"Jan 27, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,Spartacus and his group of freed slaves battle Gaius Claudius Glaber and his legion in Capua.
112,32,tv_drew-peterson-untouchable,Drew Peterson: Untouchable,tv show,http://www.metacritic.com/tv/drew-peterson-untouchable,60,9,5,2,2,NA,0,NA,NA,NA,NA,Lifetime,NA,NA,"Jan 21, 2012",NA,NA,NA,120,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,TV Movie,Chicago cop Drew Peterson (Rob Lowe) comes under suspicion of murdering his third wife after his fourth wife disappears.
113,32,tv_alcatraz,Alcatraz,tv show,http://www.metacritic.com/tv/alcatraz,63,29,13,16,0,6.5,114,26,7,6,NA,FOX,NA,NA,"Jan 16, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Fifty years after they vanished, some of Alcatraz's most notorious prisoners reappear and start committing crime once again. Emerson Hauser (Sam Neill), Rebecca Madsen (Sarah Jones), and Diego..."
114,32,tv_lost-girl,Lost Girl,tv show,http://www.metacritic.com/tv/lost-girl,67,11,7,4,0,7.0,22,1,1,2,NA,Syfy,NA,NA,"Jan 16, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Bo (Anna Silk) learns she is not human but Fae-kind, specifically a succubus. With the knowledge, she is given a choice to join the light or the dark factions of the Fae."
115,32,tv_the-finder,The Finder,tv show,http://www.metacritic.com/tv/the-finder,58,20,8,11,1,6.5,28,9,0,3,NA,FOX,NA,NA,"Jan 12, 2012",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,Walter Sherman (Geoff Stults) and his friend Leo Knox (Michael Clarke Duncan) help locate lost items and people.
